Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
9698,26,blue-collar,single,secondary,no,1802,yes,no,unknown,3,jun,28,19,-1,0,unknown,no
9699,51,blue-collar,married,primary,no,303,yes,no,unknown,3,jun,87,7,-1,0,unknown,no
9700,31,technician,single,tertiary,no,321,yes,no,unknown,3,jun,25,16,-1,0,unknown,no
9701,51,technician,single,tertiary,no,11222,yes,no,unknown,3,jun,151,7,-1,0,unknown,no
9702,29,admin.,single,tertiary,no,4737,yes,no,unknown,3,jun,226,1,-1,0,unknown,no
9703,44,unemployed,married,secondary,yes,-505,yes,no,unknown,3,jun,113,11,-1,0,unknown,no
9704,28,blue-collar,married,secondary,no,1958,yes,no,unknown,3,jun,196,1,-1,0,unknown,no
9705,46,admin.,married,primary,no,-335,yes,no,unknown,3,jun,272,1,-1,0,unknown,no
9706,23,blue-collar,single,primary,no,8627,yes,no,unknown,3,jun,281,1,-1,0,unknown,no
9707,32,technician,single,tertiary,no,6281,yes,no,unknown,3,jun,1336,4,-1,0,unknown,yes
9708,31,admin.,single,secondary,no,437,yes,yes,unknown,4,jun,173,14,-1,0,unknown,no
9709,33,management,married,tertiary,no,982,no,no,unknown,4,jun,735,17,-1,0,unknown,no
9710,35,management,married,unknown,no,1128,yes,no,unknown,4,jun,457,1,-1,0,unknown,no
9711,36,technician,single,secondary,no,7503,yes,no,unknown,4,jun,25,1,-1,0,unknown,no
9712,57,admin.,divorced,secondary,no,-461,yes,yes,unknown,4,jun,145,8,-1,0,unknown,no
9713,36,services,married,secondary,no,895,yes,yes,unknown,4,jun,622,1,-1,0,unknown,no
9714,41,technician,married,unknown,no,-1136,yes,yes,unknown,4,jun,89,1,-1,0,unknown,no
9715,41,admin.,single,secondary,no,400,yes,no,unknown,4,jun,99,6,-1,0,unknown,no
9716,45,technician,married,secondary,no,1003,yes,no,unknown,4,jun,71,1,-1,0,unknown,no
9717,48,blue-collar,single,primary,no,1938,yes,no,unknown,4,jun,407,1,-1,0,unknown,no
9718,29,services,single,secondary,no,-527,yes,yes,unknown,4,jun,250,1,-1,0,unknown,no
9719,45,management,divorced,secondary,no,644,yes,no,unknown,4,jun,633,1,-1,0,unknown,yes
9720,33,management,married,tertiary,no,1165,yes,no,unknown,4,jun,462,2,-1,0,unknown,no
9721,51,blue-collar,married,secondary,no,-92,yes,no,unknown,4,jun,28,4,-1,0,unknown,no
9722,38,admin.,married,tertiary,no,342,yes,no,unknown,4,jun,1138,1,-1,0,unknown,no
9723,59,management,divorced,tertiary,no,1611,yes,no,unknown,4,jun,107,2,-1,0,unknown,no
9724,46,technician,married,secondary,no,0,yes,no,unknown,4,jun,242,5,-1,0,unknown,no
9725,31,technician,divorced,secondary,no,10787,yes,no,unknown,4,jun,135,2,-1,0,unknown,no
9726,49,services,single,secondary,no,308,yes,no,unknown,4,jun,96,3,-1,0,unknown,no
9727,33,services,married,secondary,no,39,yes,no,unknown,4,jun,66,4,-1,0,unknown,no
9728,34,services,single,secondary,no,258,yes,no,unknown,4,jun,131,2,-1,0,unknown,no
9729,42,admin.,single,secondary,no,336,yes,no,unknown,4,jun,46,2,-1,0,unknown,no
9730,41,technician,single,unknown,no,454,yes,no,unknown,4,jun,267,2,-1,0,unknown,no
9731,49,blue-collar,married,primary,no,-347,yes,yes,unknown,4,jun,213,3,-1,0,unknown,no
9732,24,blue-collar,married,secondary,no,-389,yes,yes,unknown,4,jun,1242,1,-1,0,unknown,yes
9733,48,blue-collar,married,primary,no,160,yes,no,unknown,4,jun,109,3,-1,0,unknown,no
9734,43,technician,married,secondary,no,369,yes,no,unknown,4,jun,75,3,-1,0,unknown,no
9735,44,management,married,tertiary,no,529,yes,no,unknown,4,jun,129,4,-1,0,unknown,no
9736,44,blue-collar,married,primary,no,924,yes,no,unknown,4,jun,89,3,-1,0,unknown,no
9737,52,admin.,divorced,secondary,no,2002,no,no,unknown,4,jun,103,4,-1,0,unknown,no
9738,54,blue-collar,divorced,primary,no,215,yes,no,unknown,4,jun,71,5,-1,0,unknown,no
9739,43,technician,divorced,secondary,no,365,yes,no,unknown,4,jun,406,2,-1,0,unknown,no
9740,42,management,married,tertiary,no,344,yes,yes,unknown,4,jun,66,2,-1,0,unknown,no
9741,36,blue-collar,married,secondary,no,136,yes,no,unknown,4,jun,38,2,-1,0,unknown,no
9742,41,admin.,single,secondary,no,-22,yes,no,unknown,4,jun,166,2,-1,0,unknown,no
9743,31,technician,married,tertiary,no,0,yes,no,unknown,4,jun,67,2,-1,0,unknown,no
9744,33,services,married,secondary,no,450,yes,no,unknown,4,jun,121,4,-1,0,unknown,no
9745,30,admin.,divorced,secondary,no,377,yes,no,unknown,4,jun,524,15,-1,0,unknown,yes
9746,33,blue-collar,single,secondary,no,76,yes,no,unknown,4,jun,1141,4,-1,0,unknown,yes
9747,37,services,married,secondary,no,780,yes,no,unknown,4,jun,125,5,-1,0,unknown,no
9748,27,blue-collar,single,secondary,no,1065,yes,yes,unknown,4,jun,313,1,-1,0,unknown,no
9749,22,services,married,primary,no,7982,yes,no,unknown,4,jun,18,1,-1,0,unknown,no
9750,29,admin.,married,secondary,no,943,yes,no,unknown,4,jun,355,1,-1,0,unknown,no
9751,28,blue-collar,single,secondary,yes,0,yes,no,unknown,4,jun,237,1,-1,0,unknown,no
9752,59,retired,divorced,secondary,no,284,no,yes,unknown,4,jun,265,2,-1,0,unknown,no
9753,51,technician,married,secondary,no,1446,yes,no,unknown,4,jun,84,7,-1,0,unknown,no
9754,23,student,single,secondary,no,4409,yes,no,unknown,4,jun,299,1,-1,0,unknown,no
9755,29,services,single,secondary,no,-565,yes,no,unknown,4,jun,109,1,-1,0,unknown,no
9756,29,services,single,secondary,no,-271,yes,no,unknown,4,jun,578,1,-1,0,unknown,yes
9757,60,retired,married,primary,no,1664,yes,no,unknown,4,jun,142,2,-1,0,unknown,no
9758,27,services,married,secondary,no,-1202,yes,no,unknown,4,jun,749,2,-1,0,unknown,no
9759,28,admin.,single,secondary,no,-625,yes,no,unknown,4,jun,102,1,-1,0,unknown,no
9760,29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no
9761,38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,2,-1,0,unknown,yes
9762,34,services,married,secondary,no,-211,yes,no,unknown,4,jun,16,8,-1,0,unknown,no
9763,29,admin.,single,secondary,no,-309,yes,yes,unknown,4,jun,215,1,-1,0,unknown,no
9764,35,management,married,tertiary,no,5057,yes,no,unknown,4,jun,193,10,-1,0,unknown,no
9765,28,admin.,single,tertiary,no,4,no,no,unknown,4,jun,148,11,-1,0,unknown,no
9766,28,management,single,tertiary,no,4013,yes,no,unknown,4,jun,386,1,-1,0,unknown,no
9767,29,admin.,married,secondary,no,708,yes,no,unknown,4,jun,194,1,-1,0,unknown,no
9768,57,management,single,secondary,no,137,yes,no,unknown,4,jun,91,4,-1,0,unknown,no
9769,26,admin.,single,secondary,no,-12,yes,no,unknown,4,jun,98,1,-1,0,unknown,no
9770,39,blue-collar,married,secondary,no,1386,yes,yes,unknown,4,jun,193,2,-1,0,unknown,no
9771,27,admin.,married,secondary,no,4144,yes,no,unknown,4,jun,132,1,-1,0,unknown,no
9772,26,services,married,secondary,no,-285,yes,yes,unknown,4,jun,279,1,-1,0,unknown,no
9773,36,management,divorced,tertiary,no,3611,yes,no,unknown,4,jun,347,3,-1,0,unknown,no
9774,24,technician,single,secondary,no,2019,yes,no,unknown,4,jun,1045,1,-1,0,unknown,no
9775,23,blue-collar,single,primary,no,145,yes,no,unknown,4,jun,1519,1,-1,0,unknown,no
9776,25,services,single,secondary,no,556,yes,yes,unknown,4,jun,361,1,-1,0,unknown,no
9777,24,blue-collar,single,secondary,no,0,yes,no,unknown,4,jun,204,1,-1,0,unknown,no
9778,21,blue-collar,single,secondary,yes,-59,yes,yes,unknown,4,jun,83,1,-1,0,unknown,no
9779,25,technician,married,secondary,no,-276,yes,no,unknown,4,jun,105,1,-1,0,unknown,no
9780,34,blue-collar,married,secondary,no,587,yes,no,unknown,4,jun,77,8,-1,0,unknown,no
9781,30,services,single,secondary,no,773,yes,yes,unknown,4,jun,29,1,-1,0,unknown,no
9782,27,blue-collar,married,secondary,no,6196,yes,no,unknown,4,jun,355,1,-1,0,unknown,no
9783,29,blue-collar,married,secondary,no,296,yes,no,unknown,4,jun,153,1,-1,0,unknown,no
9784,26,blue-collar,single,unknown,no,477,yes,no,unknown,4,jun,87,1,-1,0,unknown,no
9785,35,entrepreneur,married,secondary,no,2008,no,no,unknown,4,jun,178,6,-1,0,unknown,no
9786,27,management,single,tertiary,no,648,yes,yes,unknown,4,jun,174,1,-1,0,unknown,no
9787,25,blue-collar,single,secondary,no,330,yes,no,unknown,4,jun,605,1,-1,0,unknown,no
9788,23,blue-collar,single,secondary,no,492,yes,no,unknown,4,jun,638,1,-1,0,unknown,yes
9789,22,student,single,secondary,no,111,yes,no,unknown,4,jun,89,1,-1,0,unknown,no
9790,31,blue-collar,single,secondary,no,-173,yes,no,unknown,4,jun,121,2,-1,0,unknown,no
9791,27,blue-collar,married,secondary,no,-132,yes,no,unknown,4,jun,216,1,-1,0,unknown,no
9792,23,services,single,secondary,no,966,yes,no,unknown,4,jun,83,2,-1,0,unknown,no
9793,24,admin.,married,secondary,no,262,yes,no,unknown,4,jun,69,3,-1,0,unknown,no
9794,29,blue-collar,single,secondary,no,353,yes,no,unknown,4,jun,184,1,-1,0,unknown,no
9795,24,blue-collar,single,secondary,no,476,yes,no,unknown,4,jun,161,1,-1,0,unknown,no
9796,25,management,single,tertiary,no,493,yes,no,unknown,4,jun,301,1,-1,0,unknown,no
9797,27,admin.,divorced,secondary,no,76,yes,no,unknown,4,jun,236,1,-1,0,unknown,no
9798,30,admin.,single,secondary,yes,-242,no,no,unknown,4,jun,276,1,-1,0,unknown,no
9799,29,blue-collar,single,secondary,no,-37,yes,no,unknown,4,jun,182,1,-1,0,unknown,no
9800,33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,-1,0,unknown,no
9801,21,blue-collar,married,primary,yes,-426,no,no,unknown,4,jun,139,2,-1,0,unknown,no
9802,30,blue-collar,married,secondary,no,578,yes,yes,unknown,4,jun,48,1,-1,0,unknown,no
9803,29,technician,married,secondary,no,0,yes,no,unknown,4,jun,377,1,-1,0,unknown,no
9804,48,technician,married,secondary,no,425,yes,no,unknown,4,jun,357,4,-1,0,unknown,no
9805,28,services,single,secondary,no,2385,yes,no,unknown,4,jun,119,2,-1,0,unknown,no
9806,25,blue-collar,single,secondary,no,2,no,no,unknown,4,jun,264,2,-1,0,unknown,no
9807,28,blue-collar,married,secondary,no,509,yes,yes,unknown,4,jun,121,2,-1,0,unknown,no
9808,29,blue-collar,married,primary,no,4281,yes,no,unknown,4,jun,235,2,-1,0,unknown,no
9809,26,self-employed,single,secondary,no,467,yes,yes,unknown,4,jun,90,2,-1,0,unknown,no
9810,26,admin.,single,secondary,no,581,yes,yes,unknown,4,jun,444,3,-1,0,unknown,no
9811,24,student,single,secondary,no,2726,yes,no,unknown,4,jun,283,1,-1,0,unknown,no
9812,27,management,single,tertiary,no,99,yes,no,unknown,4,jun,767,2,-1,0,unknown,yes
9813,27,technician,married,secondary,no,1103,no,no,unknown,4,jun,123,1,-1,0,unknown,no
9814,28,unemployed,single,secondary,no,559,yes,no,unknown,4,jun,236,1,-1,0,unknown,no
9815,32,services,married,secondary,no,3756,yes,no,unknown,4,jun,85,3,-1,0,unknown,no
9816,52,management,divorced,tertiary,no,907,yes,no,unknown,4,jun,104,2,-1,0,unknown,no
9817,27,blue-collar,married,secondary,no,-335,yes,yes,unknown,4,jun,324,1,-1,0,unknown,no
9818,27,management,single,tertiary,yes,-713,yes,no,unknown,4,jun,525,2,-1,0,unknown,yes
9819,22,admin.,married,secondary,no,967,yes,no,unknown,4,jun,525,1,-1,0,unknown,no
9820,28,management,single,tertiary,no,191,yes,no,unknown,4,jun,238,1,-1,0,unknown,no
9821,23,technician,single,secondary,no,-306,yes,no,unknown,4,jun,217,2,-1,0,unknown,no
9822,29,services,single,secondary,no,32,yes,no,unknown,4,jun,563,1,-1,0,unknown,yes
9823,29,blue-collar,married,secondary,no,-8,yes,yes,unknown,4,jun,433,2,-1,0,unknown,no
9824,37,blue-collar,married,secondary,no,117,yes,no,unknown,4,jun,52,1,-1,0,unknown,no
9825,60,housemaid,divorced,secondary,no,387,yes,no,unknown,4,jun,235,1,-1,0,unknown,no
9826,51,services,married,primary,no,-553,yes,no,unknown,4,jun,149,8,-1,0,unknown,no
9827,29,admin.,married,secondary,no,1634,yes,no,unknown,4,jun,402,2,-1,0,unknown,no
9828,26,admin.,divorced,secondary,no,-45,yes,no,unknown,4,jun,357,2,-1,0,unknown,no
9829,30,unknown,single,primary,no,13052,no,no,unknown,4,jun,140,1,-1,0,unknown,no
9830,49,entrepreneur,married,primary,no,5380,yes,no,unknown,4,jun,98,4,-1,0,unknown,no
9831,31,services,single,secondary,no,-341,no,no,unknown,4,jun,171,3,-1,0,unknown,no
9832,30,technician,married,tertiary,no,88,no,no,unknown,4,jun,219,1,-1,0,unknown,no
9833,30,self-employed,married,tertiary,no,543,yes,yes,unknown,4,jun,1449,6,-1,0,unknown,yes
9834,32,technician,married,secondary,no,253,yes,no,unknown,4,jun,257,3,-1,0,unknown,no
9835,36,blue-collar,married,primary,no,403,yes,no,unknown,4,jun,920,1,-1,0,unknown,yes
9836,47,blue-collar,married,secondary,no,1143,yes,no,unknown,4,jun,79,1,-1,0,unknown,no
9837,27,entrepreneur,single,tertiary,no,0,yes,no,unknown,4,jun,103,2,-1,0,unknown,no
9838,26,blue-collar,married,primary,no,178,yes,no,unknown,4,jun,833,2,-1,0,unknown,no
9839,40,services,divorced,secondary,no,0,yes,no,unknown,4,jun,97,1,-1,0,unknown,no
9840,43,unknown,single,primary,no,433,no,no,unknown,4,jun,45,1,-1,0,unknown,no
9841,28,technician,single,tertiary,no,0,yes,no,unknown,4,jun,205,6,-1,0,unknown,no
9842,27,admin.,married,secondary,no,-247,yes,yes,unknown,4,jun,344,2,-1,0,unknown,no
9843,57,management,married,primary,no,-226,yes,no,unknown,4,jun,272,1,-1,0,unknown,no
9844,32,technician,divorced,secondary,no,273,yes,no,unknown,4,jun,204,1,-1,0,unknown,no
9845,27,blue-collar,single,primary,no,881,yes,no,unknown,4,jun,156,3,-1,0,unknown,no
9846,38,services,married,secondary,no,43,yes,no,unknown,4,jun,213,1,-1,0,unknown,no
9847,36,technician,married,tertiary,no,606,yes,no,unknown,4,jun,159,1,-1,0,unknown,no
9848,45,services,married,secondary,no,0,no,no,unknown,4,jun,153,6,-1,0,unknown,no
9849,30,management,single,tertiary,no,635,yes,no,unknown,4,jun,29,2,-1,0,unknown,no
9850,48,blue-collar,single,tertiary,no,2330,yes,no,unknown,4,jun,15,1,-1,0,unknown,no
9851,39,blue-collar,married,primary,no,295,yes,no,unknown,4,jun,38,1,-1,0,unknown,no
9852,24,services,single,secondary,no,-141,yes,no,unknown,4,jun,654,2,-1,0,unknown,no
9853,29,self-employed,married,tertiary,yes,-1083,yes,no,unknown,4,jun,139,2,-1,0,unknown,no
9854,35,blue-collar,married,primary,no,300,yes,no,unknown,4,jun,81,1,-1,0,unknown,no
9855,30,management,single,tertiary,no,17036,yes,no,unknown,4,jun,597,7,-1,0,unknown,no
9856,28,unemployed,single,tertiary,no,1010,yes,no,unknown,4,jun,174,2,-1,0,unknown,no
9857,50,technician,married,secondary,no,1616,yes,yes,unknown,4,jun,142,11,-1,0,unknown,no
9858,41,management,single,tertiary,no,4594,yes,no,unknown,4,jun,393,11,-1,0,unknown,no
9859,58,housemaid,married,primary,no,5278,yes,no,unknown,4,jun,763,4,-1,0,unknown,no
9860,31,admin.,married,primary,no,355,yes,yes,unknown,4,jun,61,6,-1,0,unknown,no
9861,33,management,married,tertiary,no,1808,yes,no,unknown,4,jun,99,4,-1,0,unknown,no
9862,35,blue-collar,single,secondary,no,2514,yes,no,unknown,4,jun,85,5,-1,0,unknown,no
9863,29,blue-collar,married,primary,no,220,yes,no,unknown,4,jun,187,2,-1,0,unknown,no
9864,29,blue-collar,married,primary,no,25,yes,no,unknown,4,jun,188,2,-1,0,unknown,no
9865,29,blue-collar,married,primary,yes,-303,yes,yes,unknown,4,jun,298,3,-1,0,unknown,no
9866,29,services,married,tertiary,no,0,yes,no,unknown,4,jun,113,2,-1,0,unknown,no
9867,28,blue-collar,single,secondary,no,1232,yes,no,unknown,4,jun,201,2,-1,0,unknown,no
9868,26,services,single,secondary,no,128,yes,yes,unknown,4,jun,264,2,-1,0,unknown,no
9869,26,blue-collar,married,secondary,yes,-82,yes,no,unknown,4,jun,23,2,-1,0,unknown,no
9870,24,technician,single,secondary,no,681,yes,no,unknown,4,jun,180,2,-1,0,unknown,no
9871,26,student,single,secondary,no,-147,no,no,unknown,4,jun,95,2,-1,0,unknown,no
9872,47,blue-collar,married,primary,no,554,yes,no,unknown,4,jun,69,1,-1,0,unknown,no
9873,49,management,married,secondary,no,362,yes,no,unknown,4,jun,84,2,-1,0,unknown,no
9874,52,blue-collar,single,secondary,no,510,yes,no,unknown,4,jun,324,1,-1,0,unknown,no
9875,44,blue-collar,married,secondary,no,406,yes,no,unknown,4,jun,222,1,-1,0,unknown,no
9876,39,blue-collar,married,secondary,no,518,yes,no,unknown,4,jun,608,2,-1,0,unknown,no
9877,41,services,married,secondary,no,241,yes,yes,unknown,4,jun,144,1,-1,0,unknown,no
9878,28,management,single,tertiary,no,-227,yes,no,unknown,4,jun,298,2,-1,0,unknown,no
9879,53,services,married,secondary,no,579,no,no,unknown,4,jun,1224,7,-1,0,unknown,no
9880,54,blue-collar,divorced,primary,no,138,yes,no,unknown,4,jun,173,10,-1,0,unknown,no
9881,29,admin.,single,secondary,no,130,no,no,unknown,4,jun,134,2,-1,0,unknown,no
9882,49,blue-collar,married,primary,no,391,yes,no,unknown,4,jun,245,1,-1,0,unknown,no
9883,29,admin.,divorced,secondary,no,201,yes,no,unknown,4,jun,121,3,-1,0,unknown,no
9884,27,blue-collar,married,secondary,no,373,yes,no,unknown,4,jun,49,1,-1,0,unknown,no
9885,27,blue-collar,married,secondary,no,419,yes,no,unknown,4,jun,1181,2,-1,0,unknown,yes
9886,28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,606,2,-1,0,unknown,no
9887,44,entrepreneur,married,secondary,no,-165,yes,yes,unknown,4,jun,184,2,-1,0,unknown,no
9888,29,services,single,secondary,no,447,yes,yes,unknown,4,jun,106,1,-1,0,unknown,no
9889,29,admin.,divorced,secondary,yes,-489,yes,no,unknown,4,jun,249,2,-1,0,unknown,no
9890,35,admin.,divorced,secondary,no,437,yes,no,unknown,4,jun,908,1,-1,0,unknown,yes
9891,46,blue-collar,married,primary,no,296,yes,no,unknown,4,jun,92,2,-1,0,unknown,no
9892,25,blue-collar,married,secondary,no,-507,yes,yes,unknown,4,jun,404,2,-1,0,unknown,no
9893,37,unemployed,single,secondary,no,1354,yes,no,unknown,4,jun,207,4,-1,0,unknown,no
9894,29,blue-collar,single,primary,no,950,yes,no,unknown,4,jun,135,3,-1,0,unknown,no
9895,51,blue-collar,married,secondary,no,568,yes,no,unknown,4,jun,37,1,-1,0,unknown,no
9896,35,management,divorced,tertiary,no,160,yes,no,unknown,4,jun,141,6,-1,0,unknown,no
9897,50,unemployed,married,secondary,no,306,yes,no,unknown,4,jun,117,1,-1,0,unknown,no
9898,28,blue-collar,single,secondary,no,1103,yes,no,unknown,4,jun,14,11,-1,0,unknown,no
9899,37,blue-collar,married,secondary,no,6,yes,no,unknown,4,jun,174,9,-1,0,unknown,no
9900,35,blue-collar,married,primary,no,162,yes,no,unknown,4,jun,60,4,-1,0,unknown,no
9901,57,blue-collar,married,primary,no,2892,yes,no,unknown,4,jun,235,5,-1,0,unknown,no
9902,28,management,single,tertiary,no,-380,yes,no,unknown,4,jun,285,4,-1,0,unknown,no
9903,32,blue-collar,divorced,secondary,no,880,yes,yes,unknown,4,jun,112,1,-1,0,unknown,no
9904,30,technician,single,secondary,no,4787,yes,no,unknown,4,jun,99,2,-1,0,unknown,no
9905,52,management,married,secondary,no,4096,yes,no,unknown,4,jun,208,4,-1,0,unknown,no
9906,33,services,married,secondary,no,248,yes,no,unknown,4,jun,132,2,-1,0,unknown,no
9907,33,blue-collar,married,secondary,no,312,yes,no,unknown,4,jun,151,2,-1,0,unknown,no
9908,47,blue-collar,married,secondary,no,273,yes,no,unknown,4,jun,163,1,-1,0,unknown,no
9909,37,blue-collar,married,secondary,no,311,yes,no,unknown,4,jun,135,1,-1,0,unknown,no
9910,42,admin.,divorced,secondary,no,-172,yes,yes,unknown,4,jun,179,1,-1,0,unknown,no
9911,26,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329,4,-1,0,unknown,no
9912,40,services,married,secondary,no,113,yes,no,unknown,4,jun,126,1,-1,0,unknown,no
9913,30,services,single,secondary,no,-97,yes,no,unknown,4,jun,126,2,-1,0,unknown,no
9914,31,admin.,married,secondary,no,454,yes,no,unknown,4,jun,119,1,-1,0,unknown,no
9915,26,technician,single,tertiary,no,1118,yes,no,unknown,4,jun,209,2,-1,0,unknown,no
9916,50,admin.,divorced,secondary,no,3423,yes,yes,unknown,4,jun,192,6,-1,0,unknown,no
9917,28,admin.,single,secondary,no,710,yes,yes,unknown,4,jun,341,2,-1,0,unknown,no
9918,51,blue-collar,married,unknown,no,226,yes,no,unknown,4,jun,17,13,-1,0,unknown,no
9919,49,blue-collar,married,secondary,no,203,no,no,unknown,4,jun,167,1,-1,0,unknown,no
9920,42,services,married,secondary,no,717,yes,no,unknown,4,jun,152,6,-1,0,unknown,no
9921,36,blue-collar,married,secondary,no,138,yes,no,unknown,4,jun,84,3,-1,0,unknown,no
9922,39,admin.,married,secondary,no,217,yes,no,unknown,4,jun,341,4,-1,0,unknown,no
9923,33,blue-collar,married,primary,no,934,yes,no,unknown,4,jun,244,2,-1,0,unknown,no
9924,40,blue-collar,married,secondary,no,2671,yes,yes,unknown,4,jun,423,2,-1,0,unknown,no
9925,23,services,single,secondary,no,500,yes,no,unknown,4,jun,111,3,-1,0,unknown,no
9926,50,blue-collar,married,primary,no,42,yes,no,unknown,4,jun,170,3,-1,0,unknown,no
9927,29,student,single,secondary,no,200,yes,no,unknown,4,jun,87,2,-1,0,unknown,no
9928,43,services,married,secondary,no,1450,yes,no,unknown,4,jun,227,2,-1,0,unknown,no
9929,36,management,married,tertiary,no,1014,yes,no,unknown,4,jun,34,2,-1,0,unknown,no
9930,29,blue-collar,single,secondary,no,735,yes,no,unknown,4,jun,130,3,-1,0,unknown,no
9931,29,blue-collar,married,unknown,no,356,yes,no,unknown,4,jun,169,2,-1,0,unknown,no
9932,54,blue-collar,married,secondary,no,2957,yes,no,unknown,4,jun,392,2,-1,0,unknown,no
9933,42,blue-collar,married,primary,no,250,yes,no,unknown,4,jun,46,16,-1,0,unknown,no
9934,49,blue-collar,married,primary,no,266,yes,no,unknown,4,jun,39,2,-1,0,unknown,no
9935,39,admin.,married,secondary,no,1577,yes,no,unknown,4,jun,282,15,-1,0,unknown,no
9936,39,blue-collar,married,primary,no,0,yes,no,unknown,4,jun,112,4,-1,0,unknown,no
9937,33,blue-collar,married,secondary,no,36,yes,no,unknown,4,jun,36,4,-1,0,unknown,no
9938,29,management,married,tertiary,no,68,yes,no,unknown,4,jun,69,4,-1,0,unknown,no
9939,27,blue-collar,single,primary,no,0,yes,no,unknown,4,jun,299,2,-1,0,unknown,no
9940,52,admin.,divorced,secondary,no,1049,no,yes,unknown,4,jun,80,6,-1,0,unknown,no
9941,34,blue-collar,married,unknown,no,553,yes,no,unknown,4,jun,729,2,-1,0,unknown,no
9942,44,services,divorced,secondary,no,0,yes,no,unknown,4,jun,389,5,-1,0,unknown,no
9943,39,blue-collar,single,primary,no,1790,yes,no,unknown,4,jun,229,6,-1,0,unknown,no
9944,39,blue-collar,married,primary,no,104,yes,no,unknown,4,jun,624,2,-1,0,unknown,no
9945,26,blue-collar,married,secondary,no,127,yes,yes,unknown,4,jun,165,2,-1,0,unknown,no
9946,27,services,single,secondary,no,1913,yes,no,unknown,4,jun,216,2,-1,0,unknown,no
9947,24,management,single,tertiary,no,933,yes,no,unknown,4,jun,122,1,-1,0,unknown,no
9948,27,services,single,secondary,no,201,yes,no,unknown,4,jun,172,2,-1,0,unknown,no
9949,41,entrepreneur,married,primary,no,759,yes,no,unknown,4,jun,79,10,-1,0,unknown,no
9950,36,unemployed,single,secondary,no,244,yes,no,unknown,4,jun,702,2,-1,0,unknown,no
9951,59,blue-collar,married,secondary,no,87,no,no,unknown,4,jun,65,10,-1,0,unknown,no
9952,29,blue-collar,single,secondary,no,-167,yes,no,unknown,4,jun,361,1,-1,0,unknown,no
9953,38,technician,married,secondary,no,625,yes,no,unknown,4,jun,140,2,-1,0,unknown,no
9954,36,blue-collar,divorced,secondary,no,-159,yes,no,unknown,4,jun,382,3,-1,0,unknown,no
9955,43,management,divorced,tertiary,no,350,yes,no,unknown,4,jun,128,1,-1,0,unknown,no
9956,32,blue-collar,single,secondary,no,255,no,no,unknown,4,jun,175,1,-1,0,unknown,no
9957,26,services,single,secondary,no,-74,yes,no,unknown,4,jun,147,1,-1,0,unknown,no
9958,32,management,married,tertiary,no,944,yes,yes,unknown,4,jun,292,1,-1,0,unknown,no
9959,30,admin.,single,secondary,no,705,yes,no,unknown,4,jun,235,1,-1,0,unknown,no
9960,25,blue-collar,divorced,secondary,no,720,yes,no,unknown,4,jun,156,1,-1,0,unknown,no
9961,29,management,married,tertiary,no,941,yes,no,unknown,4,jun,570,11,-1,0,unknown,no
9962,29,self-employed,married,tertiary,yes,0,yes,yes,unknown,5,jun,399,3,-1,0,unknown,no
9963,52,admin.,married,secondary,no,531,no,no,unknown,5,jun,222,1,-1,0,unknown,no
9964,44,management,married,tertiary,no,7454,no,no,unknown,5,jun,243,1,-1,0,unknown,no
9965,56,technician,married,secondary,no,62,no,yes,unknown,5,jun,243,1,-1,0,unknown,no
9966,55,unknown,married,tertiary,no,0,no,no,unknown,5,jun,38,1,-1,0,unknown,no
9967,35,self-employed,married,tertiary,no,182,no,yes,unknown,5,jun,379,1,-1,0,unknown,no
9968,59,housemaid,married,primary,no,0,no,no,unknown,5,jun,307,1,-1,0,unknown,no
9969,41,management,married,tertiary,no,5,no,no,unknown,5,jun,178,1,-1,0,unknown,no
9970,36,admin.,single,secondary,no,135,no,no,unknown,5,jun,308,1,-1,0,unknown,no
9971,56,retired,divorced,primary,no,0,no,no,unknown,5,jun,27,1,-1,0,unknown,no
9972,43,management,married,tertiary,no,356,no,no,unknown,5,jun,80,1,-1,0,unknown,no
9973,56,technician,married,primary,no,314,yes,yes,unknown,5,jun,75,1,-1,0,unknown,no
9974,48,admin.,married,secondary,no,395,no,no,unknown,5,jun,168,1,-1,0,unknown,no
9975,53,retired,married,secondary,no,1630,no,no,unknown,5,jun,160,1,-1,0,unknown,no
9976,39,blue-collar,single,primary,no,-491,no,yes,unknown,5,jun,179,1,-1,0,unknown,no
9977,50,unemployed,married,primary,no,705,no,no,unknown,5,jun,504,1,-1,0,unknown,yes
9978,35,blue-collar,married,secondary,no,344,no,no,unknown,5,jun,25,1,-1,0,unknown,no
9979,46,services,married,secondary,no,198,no,yes,unknown,5,jun,49,1,-1,0,unknown,no
9980,39,technician,married,secondary,no,9121,no,no,unknown,5,jun,147,1,-1,0,unknown,no
9981,40,blue-collar,married,primary,yes,11,yes,yes,unknown,5,jun,83,3,-1,0,unknown,no
9982,49,blue-collar,married,unknown,no,1944,no,no,unknown,5,jun,773,1,-1,0,unknown,no
